title,price,lt,lb
"Rumah Mewah Menteng 1195 m², 46JT/m Nego",Rp 55 Miliar,  1195 m²,  650 m²
Rumah Di Green Lake City Cluster West Europe Ukuran 4x15 SHM,"Rp 1,52 Miliar",  60 m²,  87 m²
Rumah Di Green Lake City Ukuran 6x16 Cluster Asia SHM Siap Huni,"Rp 2,1 Miliar",  96 m²,  100 m²
Rumah Di Green Lake City Cluster East Asia Ukuran 4x12 SHM,"Rp 1,3 Miliar",  48 m²,  67 m²
Rumah Di Green Lake City Cluster Amerika Latin Ukuran 10x18 SHM ,"Rp 4,6 Miliar",  180 m²,  216 m²
Rumah Di Green Lake City Cluster West Europe Ukuran 6x15 SHM,"Rp 2,37 Miliar",  90 m²,  125 m²
 Rumah Di Green Lake City Cluster East asia Ukuran 6x15 SHM,"Rp 2,1 Miliar",  90 m²,  127 m²
Termurah Rumah Dijual Pik 2 Uk 4.5x10 Full Furnish Harga 1.5 M,"Rp 1,5 Miliar",  45 m²,  62 m²
RUMAH SIMPRUG GOLF ~ LT/LB 680/1200 ~ LOKASI PREMIUM,Rp 55 Miliar,  680 m²,  1200 m²
Rumah Tinggal di Kemang Timur Halaman Luas Bebas Banjir Dan Asri,Rp 55 Miliar,  2363 m²,  487 m²
Rumah Metland Puri - Ukuran Favorit Jarang Ada - Siap Huni ! ,"Rp 2,7 Miliar",  90 m²,  210 m²
Rumah Metland Puri - Ukuran Favorit Jarang Ada - Siap Huni !,"Rp 2,3 Miliar",  84 m²,  89 m²
Dijual Cepat Rumah Strategis di Jalan Permata Biru Kelapa Gading ,"Rp 2,1 Miliar",  95 m²,  95 m²
Jual Cepat Rumah di Gading Kirana Timur Kelapa Gading ,"Rp 4,9 Miliar",  153 m²,  200 m²
Dijual Rumah Minimalis Gading Kirana Layout Terbuka High Ceiling,"Rp 7,8 Miliar",  187 m²,  400 m²
Termurah Rumah Pik Garden House Rapi Kolam Renang Harga Nego (10X25M),"Rp 10,5 Miliar",  250 m²,  300 m²
"Rumah Mewah Jl Bangka Kemang, Dekat Senopati","Rp 19,5 Miliar",  738 m²,  950 m²
"Modern RUKOST Business Area, cocok untuk investasi",Rp 11 Miliar,  153 m²,  400 m²
Turun Harga Rumah Mewah Lotus Palace Pik Luas 450 M2,Rp 29 Miliar,  450 m²,  723 m²
Siap Huni Rumah Bgm Pik Ukuran 8x18 Hadap Selatan,Rp 7 Miliar,  144 m²,  360 m²
Jarang Ada Rumah Baru Pluit Sakti Hadap Utara Uk 7x24,"Rp 7,8 Miliar",  168 m²,  465 m²
Rumah Baru Pik2 Kuningan Village 10X20 Boulevard,"Rp 6,8 Miliar",  200 m²,  224 m²
"Brand New Rukost Di Cibubur, Jalan Lebar, Area Tenang","Rp 5,5 Miliar",  323 m²,  530 m²
"Rumah Bagus Nyaman Di area Senopati, Kebayoran Baru. Jaksel","Rp 12,7 Miliar",  245 m²,  600 m²
Rumah 2 lantai hanya hitung tanah Area Darmawangsa Kebayoran Baru,"Rp 17,9 Miliar",  430 m²,  600 m²
Minimalis Modern area Asri dan Nyaman dekat Stasiun dan tol,"Rp 1,8 Miliar",  138 m²,  130 m²
Rumah Siap Huni Duri Kepa ,Rp 3 Miliar,  175 m²,  225 m²
Rumah 2 Lantai di Intercon Taman Kebon Jeruk Jalan Boulevard,"Rp 9,8 Miliar",  450 m²,  500 m²
Cluster dekat Kota Wisata. Tidak Banjir,Rp 508 Juta,  80 m²,  48 m²
Rumah Baru 2 Lt strategis di Cipinang Jatinegara Jakarta Timur,Rp 5 Miliar,  206 m²,  350 m²
Rumah 10x15 2lt Full Furnished Golf Island Pik SHM Harga Nego Bisa Kpr,"Rp 6,89 Miliar",  150 m²,  200 m²
Rumah Mewah 10x32 3 Lantai View Golf Chopin Golf Island Pik Harga Nego ,"Rp 14,8 Miliar",  320 m²,  340 m²
"Rumah Mewah Pik 1 Trimaran 20x30 4lt Rapi,siap Huni Jakarta Utara",Rp 60 Miliar,  600 m²,  1300 m²
Dijual Cepat Rumah Golf Island Pik Cluster Orchestra Uk 10x15,"Rp 5,7 Miliar",  150 m²,  300 m²
Rumah Kemang Di Bawah NJOP,Rp 11 Miliar,  825 m²,  300 m²
Dijual rumah mewah Mediterania Resort pantai indah kapuk ,Rp 62 Miliar,  1013 m²,  2000 m²
UKURAN FAVORITE PERMATA BUANA ! TIDAK BANJIR LOKASI NYAMAN,"Rp 4,5 Miliar",  144 m²,  180 m²
SUPER MURAH JARANG ADA RUMAH BAGUS DAN LOKASI STRATEGIS DI PEJATEN BARAT,"Rp 16,5 Miliar",  648 m²,  600 m²
Termurah!!! Rumah 6 x 15 Sudah Renovasi Semi Furnished di Green Lake City,"Rp 2,5 Miliar",  90 m²,  120 m²
"Rumah Brand New Modern Minimalis Meruya, Jakbar","Rp 2,55 Miliar",  125 m²,  180 m²
Dijual rumah PIK 310m 4lantai,Rp 11 Miliar,  310 m²,  500 m²
"Dijual Rumah Mewah Interkon, Jakarta Barat","Rp 16,5 Miliar",  750 m²,  1500 m²
Rumah Tua Hitung Tanah Duri Kepa ,"Rp 6,5 Miliar",  300 m²,  250 m²
Rumah 1 1/2 Lantai Tomang ,"Rp 9,5 Miliar",  435 m²,  500 m²
Jual Murah Rumah 1 Lantai Di Jl Amd Kav 31 Kreo,"Rp 1,4 Miliar",  135 m²,  120 m²
BANGUNAN PRIBADI 8 x 16 JARANG ADA SIAP HUNI,"Rp 3,5 Miliar",  128 m²,  220 m²
"Rumah 2,5 Lantai Permata Buana , Sudah renov Furnished. Siap huni","Rp 5,29 Miliar",  144 m²,  250 m²
"Rumah Murah di Golf Island PIK,siap Huni","Rp 5,5 Miliar",  150 m²,  200 m²
Pinisi PIK,Rp 30 Miliar,  770 m²,  585 m²
Jual Rumah Menteng Jakarta Pusat Siap Huni Bagus,"Rp 22,5 Miliar",  300 m²,  375 m²
CASH / KPR - Rumah Golf Island Type Lilac 10x20,"Rp 7,85 Miliar",  200 m²,  297 m²
Rumah Siap Huni di Green Lake City Cluster Asia Lokasi Srategis,"Rp 2,15 Miliar",  96 m²,  144 m²
Dijual Rumah Pik1 Cluster Ekslusif Nego Sampai Deal,Rp 42 Miliar,  450 m²,  1500 m²
"Rumah Bukit Danau Indah, Harga Nego",Rp 11 Miliar,  300 m²,  330 m²
Rumah Uk 12x25 Posisi Strategis Bawa Hoki,Rp 11 Miliar,  300 m²,  245 m²
"Rumah Meruya 6x10 1,6m St","Rp 1,6 Miliar",  125 m²,  140 m²
Rumah Meruya 5x17.5m² Rp 1.99m St ,"Rp 1,99 Miliar",  87 m²,  85 m²
Termurah 5x25 Meruya Utara 2.15m,"Rp 2,15 Miliar",  125 m²,  170 m²
Rumah Mewah 2 Lantai Dekat Apartemen Arandra Cempaka Putih Tengah,"Rp 2,21 Miliar",  54 m²,  80 m²
"Rumah Meruya 5x17,5 Rp 1.95m St","Rp 1,95 Miliar",  87 m²,  85 m²
Rumah Meruya 5x25m² Rp 2.35m St ,"Rp 2,35 Miliar",  125 m²,  140 m²
"MERUYA 5x15 RP 1.75M EXCLUSIVE, JALAN LEBAR, BEBAS BANJIR st","Rp 1,75 Miliar",  75 m²,  105 m²
Dijual Rumah Hoek Uk 18x25 Siap Pakai Shm,Rp 19 Miliar,  450 m²,  600 m²
"MERUYA 6.25x20 RP 2.375M EXCLUSIVE, PARKIR 2 MOBIL, st","Rp 2,37 Miliar",  125 m²,  140 m²
"MERUYA 6x15 RP 2.25M EXCLUSIVE, JALAN LEBAR, PARKIR 2 MOBIL st","Rp 2,25 Miliar",  90 m²,  110 m²
Rumah Hooked 9x10 Meruya Lokasi Hot Item 1.9m,"Rp 1,9 Miliar",  90 m²,  110 m²
Rumah 5x24 Meruya Hot Milenials Item 1.95m,"Rp 1,95 Miliar",  124 m²,  124 m²
"Rumah Golf Island Uk 12x25, Semi Furnished","Rp 12,5 Miliar",  300 m²,  435 m²
"Rumah Golf Island Uk 12x25, Semi Furnished","Rp 12,5 Miliar",  300 m²,  435 m²
Dijual Rumah Hoek Siap Huni Luas 1000 Meter 2 Lantai,Rp 48 Miliar,  1000 m²,  1018 m²
Rumah Pik Bgm Uk 13x25 Full Renov Siap Pakai,Rp 18 Miliar,  325 m²,  500 m²
"Posisi Boulevard, 300m2 Rumah 2,5 Lantai di Bgm Pik Hadap Utara","Rp 15,5 Miliar",  300 m²,  500 m²
"TURUN HARGA! JUAL CEPAT, Rumah Pik 1 Kondisi Rapi Siap Masuk","Rp 6,7 Miliar",  180 m²,  180 m²
"Rumah 2,5 Lantai Siap Huni Dan Rapi","Rp 7,3 Miliar",  200 m²,  350 m²
Serius Jual Rumah Minimalis Hadap Utara di Cendana Pik,Rp 11 Miliar,  230 m²,  400 m²
"Luxury House, 2 Lantai di Super Best Deal! Tinggal bawa Koper",Rp 25 Miliar,  625 m²,  1000 m²
"Turun Harga Jauh Sekali Rumah Classic, Rapi, Di Layar Permai Pik","Rp 11,5 Miliar",  290 m²,  330 m²
Rumah murahhh di Spring Hills Golf Residence,Rp 9 Miliar,  300 m²,  850 m²
Rumah mewah dan cantik Golf Island PIK siap hun,"Rp 7,2 Miliar",  150 m²,  200 m²
Rumah di Cempaka Putih 533m² Termurah Negoo,"Rp 8,8 Miliar",  533 m²,  341 m²
"Rumah 2024 Dalam Komplek Pulo Asem, Jakarta Timur","Rp 2,85 Miliar",  87 m²,  6 m²
"Rumah 2 Lantai Bagus SHM di Bukit Golf, Jakarta Selatan",Rp 130 Miliar,  2050 m²,  1000 m²
Jual Cepat Kemang Timur Harga Murah Bisa Nego,"Rp 12,5 Miliar",  544 m²,  650 m²
Rumah Mewah 2 Lantai di Simprug Garden Jakarta Selatan jalan lbr,Rp 34 Miliar,  699 m²,  1200 m²
Rumah 2 Lantai di Cipete Dekat Ke Stasiun Mrt Haji Nawi Siap Huni,Rp 10 Miliar,  270 m²,  216 m²
Rumah di saidi cipete furnished private pool lokasi tenang asri,"Rp 11,9 Miliar",  400 m²,  252 m²
Rumah Mewah di Tulodong Kebayoran Baru Dalam Komplek Dekat Scbd,Rp 35 Miliar,  562 m²,  450 m²
Rumah 2 lantai di perdatam pancoran Jakarta selatan halaman luas,Rp 20 Miliar,  633 m²,  400 m²
"Puri Indah, 200 meter","Rp 7,5 Miliar",  200 m²,  320 m²
Rumah cantik Di Sunter Agung Jakut lt 217 lb 275 furnish,"Rp 6,1 Miliar",  217 m²,  275 m²
Rumah di Duren Sawit Dekat St Buaran,"Rp 2,1 Miliar",  90 m²,  110 m²
Rumah lama hitung Tanah senopati scbd area,"Rp 9,5 Miliar",  205 m²,  180 m²
Rumah murah Citra Garden 2 Kalideres 320m 3.9M nego KPR Tato Shm,"Rp 3,9 Miliar",  320 m²,  200 m²
Rumah di Citra Garden 7 3 Lantai SHM Kalideres 3.2M Jakarta Tato,"Rp 3,2 Miliar",  105 m²,  300 m²
Sudah Ajb Bisa Kpr Rumah Pik2 Uk 10x15 View Danau Siap Pakai Posisi di Cluster Favorit ,"Rp 5,45 Miliar",  150 m²,  200 m²
"Rumah Cantik Pantai Indah Kapuk, siap huni","Rp 8,99 Miliar",  340 m²,  392 m²
Cicil 60X - Rumah Baru Pik2 Pbv 300M2 (10X30),Rp 12 Miliar,  300 m²,  330 m²
Rumah Mewah Pik Trimaran Permai 20x30 Tropical Concept 60m Nego,Rp 60 Miliar,  600 m²,  1500 m²
Rumah Pik 2 Dijual 8x15 Semi Furnish Siap Huni Harga Bu 4m Nego,Rp 4 Miliar,  120 m²,  170 m²
Rumah Bagus di Bawah Pasaran Selangkah Ke Binus,"Rp 2,97 Miliar",  135 m²,  222 m²
Rumah jual dalam komplek di buk di Bukit indah margasatwa terawat harga menarik,"Rp 14,9 Miliar",  446 m²,  390 m²
Rumah Siap Huni Dalam Komplek One Gate Dikebayoran Lama SHM - Sertifikat Hak Milik,Rp 15 Miliar,  423 m²,  800 m²
Rumah siap huni ada pool di di Jl aseli jagakarsa,Rp 5 Miliar,  156 m²,  400 m²
Dijual Cepat Rumah Mewah Luxury Tanah Luas Di Townhouse Di Kemang Pejaten Barat Jakarta Selatan,Rp 32 Miliar,  1230 m²,  900 m²
Dijual Rumah Mewah Medit Resort Pik,Rp 62 Miliar,  1013 m²,  1200 m²
"Rumah kemang - Benda Raya , Luas cocok untuk usaha , Bangunan hitung Tanah",Rp 22 Miliar,  985 m²,  450 m²
"Rumah design classic , area komersial & strategis Kemang-pejaten Barat Raya","Rp 34,5 Miliar",  1168 m²,  416 m²
Jual Cepat Rumah Brand New Full Furnish di Griya Inti Sentosa,"Rp 4,9 Miliar",  119 m²,  1 m²
"Jual Cepat Rumah Bagus Siap Huni di Janur Elok, Bisa Nego","Rp 4,5 Miliar",  153 m²,  1 m²
Jual Cepat Rumah Siap Huni Bebas Banjir di Sunter Sacna Bisa Nego,"Rp 2,8 Miliar",  120 m²,  1 m²
Jual Cepat Rumah Minimalis Siap Huni di Sunter Paradise Bisa Nego,"Rp 5,5 Miliar",  193 m²,  1 m²
"Jual Cepat Rumah Minimalis Siap Huni di Sunter Sts, Harga Ok","Rp 2,6 Miliar",  90 m²,  1 m²
"Jual Murah Rumah Standart Siap Huni di Sunter Hijau, Bisa Nego","Rp 1,75 Miliar",  96 m²,  1 m²
Rumah di Pasar Minggu Jarang Ada Semi Furnished Dan Ada Pool,"Rp 5,5 Miliar",  130 m²,  235 m²
"Tebet Timur, Rumah Mewah, Akses 3 Mobil","Rp 8,75 Miliar",  255 m²,  350 m²
Rumah Sunter minimalis rumah minimalis sunter,"Rp 3,8 Miliar",  90 m²,  200 m²
Cepat Rumah Minimalis Metland Puri,Rp 3 Miliar,  120 m²,  240 m²
"Rumah Minimalis tropis ,murah, cepat , bagus sekali ,harga Muraaahhh jarang ada","Rp 3,65 Miliar",  150 m²,  225 m²
Rumah Metland Puri Cluster Clematis 6x14 Fully Furnished,"Rp 2,3 Miliar",  84 m²,  98 m²
"Janur indah 15x20m , 2lantai, jalan besar, depan mall gading, murah, shm, strategis","Rp 7,2 Miliar",  300 m²,  400 m²
"Rumah 1 lantai jl Enggano jakarta utara, Lokasi Perkantoran sangat strategis .",Rp 5 Miliar,  274 m²,  324 m²
"Cluster Exclusive Rumah 10x30 Golf Island 3 Lantai + Lift, Pik","Rp 16,5 Miliar",  300 m²,  343 m²
"BU Rumah PIK 2 Millenial, Cluster, One Gate System","Rp 1,45 Miliar",  56 m²,  85 m²
Rumah Mewah Classic 2 Lantai Bagus,"Rp 2,55 Miliar",  102 m²,  180 m²
"Unit Langka Rumah Garden House Uk 10x25 Hadap Selatan Ada Private Pool, Pantai Indah Kapuk Pik Jakarta Utara","Rp 10,5 Miliar",  250 m²,  500 m²
"Rumah Layar Permai Uk 10x29 Semi Furnished, Pantai Indah Kapuk","Rp 11,5 Miliar",  290 m²,  500 m²
"Dijual Rumah Green Lake City, Lt 8x18m2, Semi Furnished 3 Lantai","Rp 3,85 Miliar",  144 m²,  250 m²
Rumah Modern Dengan Rumah Inti Dan 2 Pavilion di Bangka Kemang,Rp 23 Miliar,  860 m²,  422 m²
Dijual Rumah Premier Terrace Ciracas Jakarta Timur ,"Rp 2,5 Miliar",  105 m²,  114 m²
Rumah Mediterania Boulevard Cluster Rome Pik Pantai Indah Kapuk,Rp 8 Miliar,  250 m²,  400 m²
Rumah di Green Lake City cluster West europe ukuran 8x15 SHM,"Rp 3,2 Miliar",  120 m²,  147 m²
Rumah minimalis full furnish 2 lantai bebas banjir di kelapa gading,"Rp 7,5 Miliar",  204 m²,  300 m²
Rumah full furnish hoek 5 kamar Deket mall MKG bebas banjir di kelapa Gading ,Rp 10 Miliar,  377 m²,  540 m²
Rumah Bagus Siap Pakai di Intercon lokasi tenang dan nyaman,Rp 15 Miliar,  495 m²,  562 m²
Rumah Bagus 2 Lantai di Intercon Lokasi Favorite jalan lebar,Rp 13 Miliar,  450 m²,  500 m²
Rumah Garden House Pik 10x25 Swimming Pool Pik Pantai Indah Kapuk,"Rp 10,5 Miliar",  250 m²,  400 m²
Rumah Venice Pik 12x20 Semi Furnish Pik Pantai Indah Kapuk ,"Rp 9,5 Miliar",  240 m²,  345 m²
"Dijual Cepat Rumah Minimalis Semi Furnish di Janur Elok , Bisa Nego ","Rp 6,1 Miliar",  220 m²,  320 m²
Rumah Siap Huni di Kelapa Gading SHM,"Rp 2,4 Miliar",  102 m²,  150 m²
Rumah PIK Layar Permai 4x12 Badan Harga Nego,"Rp 1,8 Miliar",  48 m²,  55 m²
"Rumah di Green Lake City, West Europe, Uk 4x15, Shm, Hdp Selatan.","Rp 1,55 Miliar",  60 m²,  70 m²
Rumah 2 lantai di Jl.cempaka putih Tengah dekat GOR ARCICI Rawasari Jakarta pusat,"Rp 1,36 Miliar",  40 m²,  77 m²
"Rumah di Green Lake City, West Europe, 8x15, Shm, Unfurnished.","Rp 3,2 Miliar",  120 m²,  176 m²
"Rumah di Green Lake City, Cluster Asia, Uk 6x16, Unfurnished.","Rp 2,1 Miliar",  96 m²,  110 m²
"Rumah di Green Lake City, Amerika Latin, Uk 10x18, Unfurnished.","Rp 4,65 Miliar",  180 m²,  220 m²
"Rumah Murah 3 Lantai Carport di Rawasari, Jakarta Pusat",Rp 895 Juta,  24 m²,  71 m²
"Rumah keren minimalis 2 lantai di Jl. Tamansari 3, Jakarta Barat",Rp 485 Juta,  24 m²,  47 m²
Good Offer Minimalis Modern 3 Lantai Kawasan Tenang ,Rp 34 Miliar,  680 m²,  820 m²
Rumah Mewah Golf Island Furnish Bagus Siap Huni Harga Murah,"Rp 13,9 Miliar",  240 m²,  400 m²
Rumah Mewah Pik Kondisi Siap Huni Harga Menarik,"Rp 13,7 Miliar",  240 m²,  550 m²
Rumah Mewah Pik1 Cluster Favorit Harga Murah Banget Siap Huni,"Rp 5,59 Miliar",  136 m²,  250 m²
Rumah Mewah PIK 1 Harga murah Siap Huni Cluster Favorit,"Rp 28,9 Miliar",  450 m²,  750 m²
Rumah 4 Kamar Tidur di Kemang Jakarta Sekatan,"Rp 4,95 Miliar",  107 m²,  225 m²
Rumah mewah dengan Kolam Renang di Citacas Jakarta Timur DKI Jakarta,"Rp 6,5 Miliar",  1200 m²,  800 m²
LANGKA RUMAH PLUIT SAKTI. Jalanan lebar. Bagus. Furnish Siap Huni.,"Rp 5,95 Miliar",  117 m²,  400 m²
Rumah di Golf Island Chopin 3 Lantai Ada lift,"Rp 15,6 Miliar",  300 m²,  450 m²
Rumah Prumnas Klender Dekat Pondok Kopi Duren Sawit Jakarta Timur,Rp 850 Juta,  78 m²,  120 m²
Rumah Cluster Mewah Dekat Golf Rawamangun di Rawamangun,"Rp 2,6 Miliar",  90 m²,  135 m²
Rumah Mewah Murah 3 Lt Bata Merah di Jagakarsa Jakarta Selatan,"Rp 1,75 Miliar",  53 m²,  130 m²
Di Rumah di Kavling DKI meruya jakarta barat atau rumah bagus model minimalis termurah di jakarta barat SHM dalam komplek 3 bedroom,"Rp 1,65 Miliar",  60 m²,  84 m²
Di Rumah di Kavling dki meruya jakarta barat termurah rumah model terbaru nyaman 4 bedroom jalan luas dalam komplek termurah cepat,"Rp 2,15 Miliar",  100 m²,  130 m²
"Rumah Kelapa Nias 136m² Termurah, Nego","Rp 3,2 Miliar",  136 m²,  180 m²
Rumah Cakep Sunter Bisma 187m² Furnish,"Rp 5,8 Miliar",  187 m²,  435 m²
Dijual Rumah Mewah Pantai Indah Kapuk Pik 15x30 bagus Full Marmer,Rp 22 Miliar,  450 m²,  800 m²
Rumah Mewah Chopin Golf Island Pik Siap Huni,"Rp 9,9 Miliar",  200 m²,  311 m²
Termurah rumah Golf Island PIK dekat batavia cove ,"Rp 4,3 Miliar",  180 m²,  120 m²
Rumah Mewah Pik Elang Laut Siap Huni Furnished Bagus,Rp 10 Miliar,  260 m²,  620 m²
Luxurious American Classic Jalan Utama Tebet,Rp 17 Miliar,  306 m²,  800 m²
"Rumah Bagus Sunter, Lokasi Oke jalan 3 mobil","Rp 6,2 Miliar",  198 m²,  350 m²
Rumah 2 Lantai Bagus di Jalan Cempaka putih Jakarta pusat lokasi strategis bebas banjir ,"Rp 1,36 Miliar",  39 m²,  77 m²
"murah 10x15 5,5M nego di Rumah Tahap 1 Dan 2 2 Lantai","Rp 5,5 Miliar",  150 m²,  400 m²
MURAH Rumah Mewah Sunter SHM lingkungan asri,Rp 17 Miliar,  530 m²,  1400 m²
Dijual Rumah Tua di Muara Karang Jakarta Utara,"Rp 11,5 Miliar",  410 m²,  512 m²
Rumah kost grogol di Jalan susilo 5 4 Lantai basement SHM,"Rp 6,5 Miliar",  180 m²,  450 m²
Rumah kemanggisan di Jalan kemanggisan ilir 2.5 Lantai SHM Timur selatan Baru,"Rp 18,5 Miliar",  371 m²,  747 m²
Rumah 5x15 3kt Cluster Alamanda Essence Jgc Jakarta Garden City,"Rp 1,81 Miliar",  75 m²,  74 m²
Rumah 2lt 148m Type 3kt Cluster Cassia Jgc Jakarta Garden City,"Rp 2,55 Miliar",  148 m²,  156 m²
"Rumah 2 Lantai SHM di Pantai Mutiara, Jakarta Utara",Rp 21 Miliar,  715 m²,  1000 m²
Rumah Katamaran Pik 9x25 Pik Pantai Indah Kapuk,"Rp 13,9 Miliar",  225 m²,  513 m²
TEBET TIMUR - JALAN BESAR / RAYA COCOK KANTOR DAN RESIDENSIAL,"Rp 10,5 Miliar",  429 m²,  530 m²
Rumah Mewah PIK American Classic Full Marmer (1084m),Rp 48 Miliar,  1084 m²,  1000 m²
"Rumah di Daerah Kebayoran Baru, Jakarta Selatan",Rp 40 Miliar,  599 m²,  360 m²
"Dijual Modern House di Daerah Jagakarsa, Jakarta Selatan Furnish",Rp 17 Miliar,  1000 m²,  450 m²
"Rumah di Tebet, Jakarta Selatan ~ Jalan 2 mobil ~ Posisi Hoek",Rp 8 Miliar,  315 m²,  500 m²
Rumah Permata Buana 144m2 Siap Huni Bebas Banjir,"Rp 4,49 Miliar",  144 m²,  200 m²
"Rumah Di East Asia 6x15 Green Lake City, Shm, Semi Furnished","Rp 2,3 Miliar",  90 m²,  130 m²
"Rumah Di Cluster Amerika 11x15 Hoek Green Lake City, Semifurnish","Rp 2,95 Miliar",  165 m²,  130 m²
Rumah Daan Mogot Baru Kintamani. Kondisi Bagus. Siap Huni. Nego,"Rp 1,95 Miliar",  90 m²,  120 m²
Terlalu Murah Rumah Muara Karang 10x20. Blok Favorit. Shm. Nego,"Rp 4,7 Miliar",  200 m²,  300 m²
"Rumah Muara Karang Blok 8. Bagus. Rapi. Bersih, Terawat. Nego","Rp 5,99 Miliar",  200 m²,  250 m²
Dijual Rumah pik2 simprug 8 x 15 ,"Rp 4,5 Miliar",  120 m²,  160 m²
Termurah Puri Media 6x15 Komplek Cluster di Puri Indah Lingkungan Asri,"Rp 2,29 Miliar",  90 m²,  120 m²
"Rumah Siap Huni Bisa Kpr di Pemuda Rawamangun Dekat Unj,arion,tol","Rp 1,63 Miliar",  57 m²,  74 m²
"Dijual Rumah Green Lake City, Uk 8x18m2, Semifurnish, 2.5 Lantai ","Rp 4,2 Miliar",  144 m²,  250 m²
PANCORAN - RUMAH BESAR SIAP HUNI BESTPRICE !,"Rp 3,5 Miliar",  245 m²,  350 m²
"Rumah Minimalis Modern, Tanjung Duren Selatan, Jakarta Barat","Rp 1,89 Miliar",  52 m²,  125 m²
"Rumah Mewah Siap Pakai, Sunrise Garden, Jakarta Barat",Rp 7 Miliar,  247 m²,  498 m²
"Rumah Minimalis Modern Kondisi Bagus, Duri Kepa, Jakarta Barat","Rp 1,55 Miliar",  55 m²,  98 m²
Rumah Super Murah Puri Mansion Jakarta Barat,"Rp 3,75 Miliar",  120 m²,  180 m²
Dijual Rumah Modern Minimalis Intercon Jakarta Barat,"Rp 6,5 Miliar",  162 m²,  162 m²
"Dijual Rumah Modern Minimalis Puri Indah, Jakarta Barat","Rp 13,5 Miliar",  300 m²,  345 m²
Last Stock Rumah Pik2 Simprug View Danau 10X25,"Rp 9,8 Miliar",  250 m²,  330 m²
Rumah Rapih Taman Meruya Ilir Siap Huni 3 Lantai (469m2),"Rp 9,8 Miliar",  469 m²,  600 m²
Rumah Bagus di Matoa Golf Jagakarsa 2 Paviliun Dan 1 Rumah Utama,Rp 15 Miliar,  1507 m²,  800 m²
Rumah di Pejaten Barat Dekat Kemang Turun Harga Ada Pool,Rp 8 Miliar,  210 m²,  350 m²
Best Price Rumah Dalam Komplek Pejaten Barat Ada Pool Jarang Ada,Rp 6 Miliar,  400 m²,  200 m²
Rumah Jarang Ada di Permata Hijau 2 Semi Furnished,"Rp 5,7 Miliar",  171 m²,  192 m²
Rumah Modern di Pondok Indah Ada Pool Sangat Jarang,"Rp 10,2 Miliar",  140 m²,  392 m²
Rumah Nyaman Townhouse Lebak Bulus Ada Pool Semi Furnished,"Rp 10,9 Miliar",  474 m²,  664 m²
Rumah Bagus Kebayoran Lama Dekat Permata Hijau di Private Cluster,Rp 15 Miliar,  423 m²,  500 m²
Rumah Permata Buana Luas 160 m2 - Unit Langka ! Jarang ada,"Rp 4,2 Miliar",  160 m²,  170 m²
"Vila gading indah huk , 7 kamar tidur utama,hdp tenggara, jalan besar, siap pakai, classic, murah",Rp 17 Miliar,  407 m²,  650 m²
Rumah Mewah di Permata Hijau Full Marmer 2 Lantai,"Rp 47,5 Miliar",  659 m²,  1000 m²
Rumah Mewah American Classic di Jantung Kota Jakarta Selatan,"Rp 4,39 Miliar",  102 m²,  302 m²
Rumah Rapih Green Lake Cluster Australia Lokasi Bagus Siap Huni,"Rp 2,5 Miliar",  90 m²,  115 m²
Rumah di Green Lake City Cluster Amerika full Bangunan ,"Rp 3,82 Miliar",  144 m²,  300 m²
DIJUAL RUMAH RAPIH SIAP HUNI DI PLUIT TIMUR,"Rp 8,9 Miliar",  200 m²,  300 m²
Rumah mewah 2 lantai viuw golf,Rp 220 Miliar,  2900 m²,  1500 m²
Dijual rumah tua pondok indah lokasi strategis,Rp 8 Miliar,  600 m²,  700 m²
Rumah Murah Siap Huni Good Location Dekat Kemang Dalam Negobangett Di Kemang Jakarta Selatan,Rp 9 Miliar,  218 m²,  455 m²
Rumah Tropical Modern Dalam Townhouse Di Kemang Jakarta Selatan,Rp 9 Miliar,  207 m²,  488 m²
Rumah Super Megah Sangat Murah 6 Kt Di M Residence Sunter ,Rp 45 Miliar,  1286 m²,  2000 m²
For Sale Dijual Rumah Mewah Tanah Luas Fully Furnish Tinggal Bawa Koper Taman Besar Cantik Barang Bermerk Harga Murah Lokasi Area Kemang Dalam Kemang Jakarta Selatan,Rp 51 Miliar,  1300 m²,  700 m²
Rumah Mewah 2 Lantai SHM Dalam Komplek Perumahan Cempaka Putih ,"Rp 2,4 Miliar",  53 m²,  94 m²
Rumah Modern 2 Lantai Bagus Unfurnished SHM Di Cempaka Putih ,"Rp 1,7 Miliar",  52 m²,  72 m²
Rumah Puri Indah Siap Huni Hadap Taman 200m2,"Rp 5,8 Miliar",  200 m²,  325 m²
Andre Tjhia Duri Kepa 5 Rumah Jln 2 Mobil Lega Lokasi Sangat Bagus,"Rp 1,67 Miliar",  40 m²,  100 m²
"Dijual Cepat Rumah Mewah Bagus Tenang Good Location Area Senopati Prime Area Kebayoran Baru , Jakarta Selatan","Rp 28,5 Miliar",  314 m²,  600 m²
For Sale Dijual Cepat Rumah Tropical Garden Minimalis Furnish Siap Huni Harga Negosiable Lokasi Tenang Area Menteng Dekat Sudirman Dan Kebayoran Baru Menteng Jakarta Pusat,Rp 60 Miliar,  650 m²,  700 m²
